,date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
1336,10/17/15,76431,7311,311,2.31,5758.11,ad_group_26
1337,10/18/15,72422,6556,293,2.26,7610.06,ad_group_26
1338,10/19/15,75796,7470,233,2.42,5127.24,ad_group_26
1339,10/20/15,74558,6526,352,2.18,4529.67,ad_group_26
1340,10/21/15,71223,7156,320,2.47,5845.8,ad_group_26
1341,10/22/15,70541,7292,342,2.5,4795.17,ad_group_26
1342,10/23/15,74563,8323,365,2.63,6585.55,ad_group_26
1343,10/24/15,76800,6184,398,2.1,4718.54,ad_group_26
1344,10/25/15,74758,6641,361,2.24,3688.3,ad_group_26
1345,10/26/15,76372,6356,315,2.09,4874.15,ad_group_26
1346,10/27/15,73306,7335,452,2.38,7495.52,ad_group_26
1347,10/28/15,70679,7581,347,2.5,6833.63,ad_group_26
1348,10/29/15,73434,6339,284,2.15,5593.09,ad_group_26
1349,10/30/15,73211,7205,298,2.36,3729.82,ad_group_26
1350,10/31/15,76078,6243,341,2.01,6733.62,ad_group_26
1351,11/1/15,77474,6517,396,2.11,9294.36,ad_group_26
1352,11/2/15,74989,5799,404,1.99,5238.98,ad_group_26
1353,11/3/15,71988,7282,313,2.39,4108.3,ad_group_26
1354,11/4/15,78512,8804,392,2.65,8148.91,ad_group_26
1355,11/5/15,74894,5791,362,2.0,4196.1,ad_group_26
1356,11/6/15,74390,7125,365,2.32,7369.12,ad_group_26
1357,11/7/15,78165,7457,338,2.4,3595.43,ad_group_26
1358,11/8/15,77390,6559,328,2.13,6873.01,ad_group_26
1359,11/9/15,72645,6457,326,2.19,1782.3,ad_group_26
1360,11/10/15,74049,6320,372,2.17,2513.87,ad_group_26
1361,11/11/15,76168,6915,394,2.22,4898.25,ad_group_26
1362,11/12/15,74544,7422,324,2.33,7848.26,ad_group_26
1363,11/13/15,73321,6701,311,2.23,3658.13,ad_group_26
1364,11/14/15,77526,5950,290,1.95,2296.02,ad_group_26
1365,11/15/15,71751,6847,279,2.39,5003.88,ad_group_26
1366,11/16/15,75429,6839,306,2.19,5986.33,ad_group_26
1367,11/17/15,75897,7648,286,2.55,4216.47,ad_group_26
1368,11/18/15,72826,6899,280,2.32,4570.83,ad_group_26
1369,11/19/15,71014,5804,361,2.03,4352.26,ad_group_26
1370,11/20/15,71578,6651,311,2.3,5178.51,ad_group_26
1371,11/21/15,77549,7302,365,2.28,5448.04,ad_group_26
1372,11/22/15,74800,5838,380,2.03,3326.19,ad_group_26
1373,10/1/15,63578,495,16,0.39,333.94,ad_group_27
1374,10/2/15,68021,507,14,0.38,197.23,ad_group_27
1375,10/3/15,66362,439,19,0.37,332.08,ad_group_27
1376,10/4/15,63251,565,16,0.37,354.3,ad_group_27
1377,10/5/15,66636,481,18,0.42,215.62,ad_group_27
1378,10/6/15,62359,637,13,0.42,212.04,ad_group_27
1379,10/7/15,62833,620,18,0.4,144.01,ad_group_27
1380,10/8/15,66778,534,15,0.38,271.07,ad_group_27
1381,10/9/15,66208,591,17,0.39,164.61,ad_group_27
1382,10/10/15,62677,506,15,0.39,302.69,ad_group_27
1383,10/11/15,66480,583,20,0.34,352.45,ad_group_27
1384,10/12/15,65925,515,17,0.37,267.53,ad_group_27
1385,10/13/15,67264,567,17,0.37,224.48,ad_group_27
1386,10/14/15,67794,572,18,0.37,282.26,ad_group_27
1387,10/15/15,63810,621,15,0.41,258.03,ad_group_27
1388,10/16/15,69567,574,18,0.4,206.27,ad_group_27
1389,10/17/15,62029,522,18,0.36,286.88,ad_group_27
1390,10/18/15,66226,646,17,0.39,336.85,ad_group_27
1391,10/19/15,62749,504,16,0.35,117.04,ad_group_27
1392,10/20/15,69629,544,18,0.35,254.56,ad_group_27
1393,10/21/15,62050,621,16,0.41,166.82,ad_group_27
1394,10/22/15,68584,580,15,0.4,210.46,ad_group_27
1395,10/23/15,60443,543,15,0.39,234.69,ad_group_27
1396,10/24/15,67697,512,15,0.35,250.08,ad_group_27
1397,10/25/15,65901,538,16,0.37,290.03,ad_group_27
1398,10/26/15,65359,463,17,0.37,244.88,ad_group_27
1399,10/27/15,65196,571,14,0.41,227.94,ad_group_27
1400,10/28/15,70625,655,19,0.42,350.88,ad_group_27
1401,10/29/15,66247,556,17,0.4,287.84,ad_group_27
1402,10/30/15,68806,555,18,0.36,279.7,ad_group_27
1403,10/31/15,63381,454,14,0.4,245.17,ad_group_27
1404,11/1/15,70145,584,15,0.36,-25.09,ad_group_27
1405,11/2/15,67465,593,16,0.4,274.55,ad_group_27
1406,11/3/15,63653,630,20,0.37,277.48,ad_group_27
1407,11/4/15,64924,562,17,0.4,29.8,ad_group_27
1408,11/5/15,68368,547,19,0.37,315.58,ad_group_27
1409,11/6/15,63347,524,19,0.34,306.88,ad_group_27
1410,11/7/15,69415,487,18,0.35,406.27,ad_group_27
1411,11/8/15,67239,497,18,0.39,257.61,ad_group_27
1412,11/9/15,64726,423,16,0.34,246.53,ad_group_27
1413,11/10/15,62246,472,15,0.35,165.01,ad_group_27
1414,11/11/15,69374,586,16,0.39,327.82,ad_group_27
1415,11/12/15,65938,557,17,0.37,348.56,ad_group_27
1416,11/13/15,66295,484,15,0.36,121.46,ad_group_27
1417,11/14/15,65364,503,16,0.36,66.36,ad_group_27
1418,11/15/15,67294,506,17,0.39,192.29,ad_group_27
1419,11/16/15,65017,468,17,0.36,308.49,ad_group_27
1420,11/17/15,62500,511,19,0.42,529.41,ad_group_27
1421,11/18/15,64751,527,18,0.4,387.59,ad_group_27
1422,11/19/15,66089,588,17,0.38,202.88,ad_group_27
1423,11/20/15,67799,501,16,0.38,205.56,ad_group_27
1424,11/21/15,66262,483,16,0.34,200.82,ad_group_27
1425,11/22/15,65196,552,16,0.37,370.63,ad_group_27
1426,10/1/15,16564,1643,37,2.15,630.87,ad_group_28
1427,10/2/15,17289,1618,48,2.02,1078.51,ad_group_28
1428,10/3/15,17512,1690,46,2.12,892.63,ad_group_28
1429,10/4/15,17457,1487,57,1.91,929.3,ad_group_28
1430,10/5/15,16655,1603,51,2.14,488.84,ad_group_28
1431,10/6/15,17994,1544,45,1.89,508.86,ad_group_28
1432,10/7/15,17515,1635,51,2.04,1020.72,ad_group_28
1433,10/8/15,18590,1885,53,2.21,1229.03,ad_group_28
1434,10/9/15,18766,1759,55,2.06,666.3,ad_group_28
1435,10/10/15,18739,1735,41,2.05,559.13,ad_group_28
1436,10/11/15,18995,1981,63,2.27,1424.29,ad_group_28
1437,10/12/15,19328,1410,51,1.64,742.51,ad_group_28
1438,10/13/15,20150,1822,62,2.0,1207.36,ad_group_28
1439,10/14/15,19731,1786,50,1.99,1040.67,ad_group_28
1440,10/15/15,20767,1937,55,2.05,516.7,ad_group_28
1441,10/16/15,19912,1680,60,1.87,553.3,ad_group_28
1442,10/17/15,19870,1881,53,2.08,882.85,ad_group_28
1443,10/18/15,20774,2227,51,2.3,537.11,ad_group_28
1444,10/19/15,20427,1491,57,1.64,584.8,ad_group_28
1445,10/20/15,20103,1857,54,2.02,873.53,ad_group_28
1446,10/21/15,19351,1851,45,2.1,512.84,ad_group_28
1447,10/22/15,20212,1735,59,1.93,919.01,ad_group_28
1448,10/23/15,22207,1949,61,1.94,807.17,ad_group_28
1449,10/24/15,19775,1615,55,1.82,639.05,ad_group_28
1450,10/25/15,20865,1587,54,1.73,840.19,ad_group_28
1451,10/26/15,19989,1596,52,1.81,621.9,ad_group_28
1452,10/27/15,20743,1652,60,1.78,729.42,ad_group_28
1453,10/28/15,20058,1830,56,2.01,1193.14,ad_group_28
1454,10/29/15,20515,1824,55,1.99,509.19,ad_group_28
1455,10/30/15,21078,1794,58,1.91,996.2,ad_group_28
1456,10/31/15,19685,1864,63,2.09,913.56,ad_group_28
1457,11/1/15,20354,2081,53,2.21,1029.41,ad_group_28
1458,11/2/15,20321,1811,52,1.96,829.71,ad_group_28
1459,11/3/15,21389,1986,62,2.04,383.44,ad_group_28
1460,11/4/15,20469,1802,57,1.98,879.42,ad_group_28
1461,11/5/15,22220,1776,56,1.79,720.23,ad_group_28
1462,11/6/15,21220,1727,62,1.81,1344.99,ad_group_28
1463,11/7/15,19132,1481,64,1.76,1108.94,ad_group_28
1464,11/8/15,20130,1561,57,1.72,704.81,ad_group_28
1465,11/9/15,20377,1730,60,1.9,923.06,ad_group_28
1466,11/10/15,21656,1838,66,1.9,1124.49,ad_group_28
1467,11/11/15,20141,1594,50,1.78,541.81,ad_group_28
1468,11/12/15,20531,1793,64,1.92,597.33,ad_group_28
1469,11/13/15,20497,1804,55,1.95,504.92,ad_group_28
1470,11/14/15,19423,1689,50,1.92,1070.46,ad_group_28
1471,11/15/15,20402,1831,78,1.98,1025.76,ad_group_28
1472,11/16/15,20788,1765,57,1.93,1005.58,ad_group_28
1473,11/17/15,21106,1854,67,1.94,1432.89,ad_group_28
1474,11/18/15,19972,2113,51,2.32,1041.97,ad_group_28
1475,11/19/15,20423,1973,60,2.1,1385.81,ad_group_28
1476,11/20/15,20980,1955,56,2.04,1200.71,ad_group_28
1477,11/21/15,20439,1796,68,1.91,700.71,ad_group_28
1478,11/22/15,20390,1924,63,2.03,1196.05,ad_group_28
1479,10/1/15,19072,1175,20,1.62,370.47,ad_group_29
1480,10/2/15,20667,1427,20,1.71,380.99,ad_group_29
1481,10/3/15,20045,1385,23,1.75,370.85,ad_group_29
1482,10/4/15,19921,1379,15,1.75,246.09,ad_group_29
1483,10/5/15,21710,1154,24,1.41,408.01,ad_group_29
1484,10/6/15,21474,1462,22,1.78,195.96,ad_group_29
1485,10/7/15,18470,1184,17,1.67,299.62,ad_group_29
1486,10/8/15,21401,1319,22,1.54,393.1,ad_group_29
1487,10/9/15,20461,1340,18,1.62,223.15,ad_group_29
1488,10/10/15,20401,1018,19,1.4,253.24,ad_group_29
1489,10/11/15,20241,1282,15,1.67,165.74,ad_group_29
1490,10/12/15,20903,1393,19,1.7,324.96,ad_group_29
1491,10/13/15,21083,1357,20,1.69,126.82,ad_group_29
1492,10/14/15,20306,1350,16,1.72,308.8,ad_group_29
1493,10/15/15,19622,1472,18,1.84,211.3,ad_group_29
1494,10/16/15,20306,1359,17,1.73,335.82,ad_group_29
1495,10/17/15,21123,1539,18,1.85,405.97,ad_group_29
1496,10/18/15,20620,1166,23,1.51,81.59,ad_group_29
1497,10/19/15,19852,1568,19,1.96,319.32,ad_group_29
1498,10/20/15,20426,1222,22,1.51,305.08,ad_group_29
1499,10/21/15,21303,1177,21,1.48,344.11,ad_group_29
1500,10/22/15,19712,1228,17,1.57,249.48,ad_group_29
1501,10/23/15,21362,1178,22,1.47,150.65,ad_group_29
1502,10/24/15,20711,1316,19,1.62,137.58,ad_group_29
1503,10/25/15,21320,1461,24,1.74,149.01,ad_group_29
1504,10/26/15,20173,1115,18,1.47,289.43,ad_group_29
1505,10/27/15,22637,1183,25,1.39,491.43,ad_group_29
1506,10/28/15,21530,1597,20,1.82,304.93,ad_group_29
1507,10/29/15,20193,1048,20,1.43,251.91,ad_group_29
1508,10/30/15,21154,1249,19,1.51,406.28,ad_group_29
1509,10/31/15,20091,1345,18,1.66,176.23,ad_group_29
1510,11/1/15,20627,1400,19,1.75,362.39,ad_group_29
1511,11/2/15,20296,1312,19,1.72,219.74,ad_group_29
1512,11/3/15,20078,1403,19,1.77,339.36,ad_group_29
1513,11/4/15,21162,1537,21,1.84,344.86,ad_group_29
1514,11/5/15,20672,1114,15,1.39,232.72,ad_group_29
1515,11/6/15,21267,1377,21,1.64,208.78,ad_group_29
1516,11/7/15,20325,1439,23,1.82,332.64,ad_group_29
1517,11/8/15,20840,1253,21,1.56,305.85,ad_group_29
1518,11/9/15,21601,1568,21,1.82,218.48,ad_group_29
1519,11/10/15,20555,1327,20,1.68,284.73,ad_group_29
1520,11/11/15,21433,1226,19,1.56,162.04,ad_group_29
1521,11/12/15,20790,1268,25,1.57,160.43,ad_group_29
1522,11/13/15,20415,1544,19,1.83,153.62,ad_group_29
1523,11/14/15,21151,1320,21,1.64,106.91,ad_group_29
1524,11/15/15,22070,1400,20,1.67,-3.56,ad_group_29
1525,11/16/15,20414,1366,21,1.73,327.18,ad_group_29
1526,11/17/15,20648,1194,20,1.45,267.27,ad_group_29
1527,11/18/15,20126,1204,18,1.58,289.87,ad_group_29
1528,11/19/15,22210,1443,21,1.66,430.01,ad_group_29
1529,11/20/15,20689,1144,21,1.42,327.67,ad_group_29
1530,11/21/15,20207,1278,17,1.65,199.57,ad_group_29
1531,11/22/15,20144,1011,17,1.32,198.42,ad_group_29
1532,10/1/15,109559,1175,16,1.09,137.34,ad_group_30
1533,10/2/15,108788,1070,15,1.07,131.44,ad_group_30
1534,10/3/15,111132,1246,18,0.96,374.09,ad_group_30
1535,10/4/15,113693,1175,18,1.01,228.18,ad_group_30
1536,10/5/15,113467,1334,17,1.03,428.39,ad_group_30
1537,10/6/15,109089,1390,16,1.23,290.95,ad_group_30
1538,10/7/15,115074,1102,20,1.11,438.67,ad_group_30
1539,10/8/15,114441,1348,19,1.16,303.7,ad_group_30
1540,10/9/15,116638,1214,17,0.97,204.41,ad_group_30
1541,10/10/15,112934,1219,17,1.21,575.48,ad_group_30
1542,10/11/15,123895,1462,15,1.15,194.17,ad_group_30
1543,10/12/15,124914,1564,16,1.23,201.15,ad_group_30
1544,10/13/15,120841,1572,19,1.1,432.43,ad_group_30
1545,10/14/15,117313,1259,18,1.07,320.59,ad_group_30
1546,10/15/15,123456,1437,18,1.16,109.36,ad_group_30
1547,10/16/15,120138,1328,20,1.06,304.61,ad_group_30
1548,10/17/15,115602,1268,16,1.14,203.94,ad_group_30
1549,10/18/15,118263,1200,15,1.09,146.35,ad_group_30
1550,10/19/15,112299,1376,18,1.18,359.31,ad_group_30
1551,10/20/15,110894,1157,14,1.12,157.71,ad_group_30
1552,10/21/15,113349,1098,14,1.21,178.63,ad_group_30
1553,10/22/15,115849,1274,18,1.12,164.32,ad_group_30
1554,10/23/15,120349,1512,16,0.99,206.34,ad_group_30
1555,10/24/15,124719,1448,19,1.25,319.81,ad_group_30
1556,10/25/15,134302,1522,22,1.03,525.74,ad_group_30
1557,10/26/15,130542,1235,19,1.06,272.27,ad_group_30
1558,10/27/15,117892,1206,18,1.01,253.63,ad_group_30
1559,10/28/15,111144,1108,20,1.21,312.61,ad_group_30
1560,10/29/15,112893,1179,15,1.13,322.91,ad_group_30
1561,10/30/15,123535,1522,19,0.98,94.45,ad_group_30
1562,10/31/15,120386,1270,16,1.09,397.64,ad_group_30
1563,11/1/15,117213,1146,14,1.04,208.11,ad_group_30
1564,11/2/15,119493,1488,20,1.11,405.77,ad_group_30
1565,11/3/15,111963,1110,13,0.98,301.22,ad_group_30
1566,11/4/15,108699,1296,14,0.96,224.4,ad_group_30
1567,11/5/15,111960,1147,13,1.03,222.77,ad_group_30
1568,11/6/15,118064,1071,18,1.02,222.64,ad_group_30
1569,11/7/15,111449,1136,19,1.12,248.21,ad_group_30
1570,11/8/15,108858,969,16,0.94,270.67,ad_group_30
1571,11/9/15,110546,1068,16,1.19,184.11,ad_group_30
1572,11/10/15,110918,1073,12,1.12,229.32,ad_group_30
1573,11/11/15,114415,1467,18,1.03,171.63,ad_group_30
1574,11/12/15,116951,1224,18,1.14,181.61,ad_group_30
1575,11/13/15,116767,1369,16,1.09,350.06,ad_group_30
1576,11/14/15,119757,1206,17,1.11,170.23,ad_group_30
1577,11/15/15,116185,1213,13,1.13,221.4,ad_group_30
1578,11/16/15,114788,1110,19,0.94,404.43,ad_group_30
1579,11/17/15,116719,1388,17,1.16,351.12,ad_group_30
1580,11/18/15,114151,1429,15,1.11,246.37,ad_group_30
1581,11/19/15,111958,1457,17,1.19,142.08,ad_group_30
1582,11/20/15,114990,1250,15,1.05,243.61,ad_group_30
1583,11/21/15,121696,1312,18,1.16,312.82,ad_group_30
1584,11/22/15,123653,1310,17,1.17,199.95,ad_group_30
1585,10/1/15,116007,527,49,0.13,636.96,ad_group_31
1586,10/2/15,119764,594,59,0.14,1048.0,ad_group_31
1587,10/3/15,124547,803,53,0.17,608.73,ad_group_31
1588,10/4/15,124924,581,48,0.14,768.6,ad_group_31
1589,10/5/15,126069,618,57,0.14,625.93,ad_group_31
1590,10/6/15,125691,596,56,0.15,990.38,ad_group_31
1591,10/7/15,122895,665,51,0.16,657.64,ad_group_31
1592,10/8/15,129212,625,60,0.14,320.47,ad_group_31
1593,10/9/15,131495,677,59,0.14,772.51,ad_group_31
1594,10/10/15,127641,633,59,0.14,851.46,ad_group_31
1595,10/11/15,127678,755,62,0.16,929.28,ad_group_31
1596,10/12/15,137024,675,63,0.14,651.56,ad_group_31
1597,10/13/15,136560,751,65,0.15,412.02,ad_group_31
1598,10/14/15,136213,679,58,0.14,616.34,ad_group_31
1599,10/15/15,143413,863,71,0.16,1388.76,ad_group_31
1600,10/16/15,131492,642,57,0.15,1301.61,ad_group_31
1601,10/17/15,133849,770,63,0.16,870.57,ad_group_31
1602,10/18/15,142085,765,71,0.15,832.52,ad_group_31
1603,10/19/15,137050,667,67,0.14,517.38,ad_group_31
1604,10/20/15,136698,716,61,0.15,692.77,ad_group_31
1605,10/21/15,141432,808,70,0.16,756.99,ad_group_31
1606,10/22/15,137126,688,48,0.15,718.9,ad_group_31
1607,10/23/15,126789,619,57,0.14,671.64,ad_group_31
1608,10/24/15,124128,600,53,0.14,758.81,ad_group_31
1609,10/25/15,128986,730,48,0.15,636.39,ad_group_31
1610,10/26/15,134013,661,69,0.15,1171.52,ad_group_31
1611,10/27/15,131209,549,69,0.13,1377.68,ad_group_31
1612,10/28/15,130085,588,55,0.13,861.02,ad_group_31
1613,10/29/15,126335,702,57,0.16,1022.11,ad_group_31
1614,10/30/15,128833,589,54,0.13,910.0,ad_group_31
1615,10/31/15,132876,834,69,0.17,1458.38,ad_group_31
1616,11/1/15,132946,652,53,0.13,869.58,ad_group_31
1617,11/2/15,130338,653,51,0.15,1092.41,ad_group_31
1618,11/3/15,126262,566,58,0.13,943.96,ad_group_31
1619,11/4/15,127854,670,62,0.15,943.93,ad_group_31
1620,11/5/15,133031,664,64,0.15,993.09,ad_group_31
1621,11/6/15,124050,482,57,0.13,1012.59,ad_group_31
1622,11/7/15,137616,745,69,0.15,1247.81,ad_group_31
1623,11/8/15,133772,655,61,0.15,800.33,ad_group_31
1624,11/9/15,133477,571,62,0.13,1140.31,ad_group_31
1625,11/10/15,134320,838,69,0.16,715.48,ad_group_31
1626,11/11/15,134420,844,62,0.17,1026.9,ad_group_31
1627,11/12/15,133176,654,66,0.14,1154.94,ad_group_31
1628,11/13/15,127638,668,52,0.14,303.19,ad_group_31
1629,11/14/15,128232,713,54,0.15,985.53,ad_group_31
1630,11/15/15,128750,661,50,0.14,744.7,ad_group_31
1631,11/16/15,128218,714,53,0.15,808.26,ad_group_31
1632,11/17/15,123051,741,50,0.17,583.33,ad_group_31
1633,11/18/15,134767,778,70,0.16,574.1,ad_group_31
1634,11/19/15,138365,677,59,0.14,865.25,ad_group_31
1635,11/20/15,121776,673,59,0.14,921.57,ad_group_31
1636,11/21/15,123573,705,54,0.16,841.29,ad_group_31
1637,11/22/15,126477,739,59,0.16,1212.58,ad_group_31
1638,10/1/15,32350,2376,23,1.61,316.56,ad_group_32
1639,10/2/15,32752,2741,20,1.84,266.94,ad_group_32
1640,10/3/15,35311,2653,22,1.7,344.75,ad_group_32
1641,10/4/15,34181,2552,28,1.68,228.06,ad_group_32
1642,10/5/15,34221,2475,26,1.64,400.95,ad_group_32
1643,10/6/15,36151,2797,25,1.72,452.29,ad_group_32
1644,10/7/15,33325,3568,22,2.34,88.05,ad_group_32
1645,10/8/15,38131,3290,28,1.92,266.38,ad_group_32
1646,10/9/15,39038,2943,27,1.68,611.52,ad_group_32
1647,10/10/15,39820,3289,31,1.83,568.38,ad_group_32
1648,10/11/15,38680,3860,23,2.17,437.72,ad_group_32
1649,10/12/15,37935,2162,27,1.34,209.17,ad_group_32
1650,10/13/15,38107,4169,25,2.38,271.39,ad_group_32
1651,10/14/15,36595,3350,18,2.01,375.37,ad_group_32
1652,10/15/15,38719,3395,20,1.94,272.17,ad_group_32
1653,10/16/15,39009,3793,30,2.1,332.14,ad_group_32
1654,10/17/15,40614,3265,23,1.77,390.27,ad_group_32
1655,10/18/15,40991,2731,37,1.5,167.3,ad_group_32
1656,10/19/15,39185,3248,25,1.85,329.5,ad_group_32
1657,10/20/15,36137,2171,21,1.38,325.53,ad_group_32
1658,10/21/15,37072,3338,26,1.99,482.52,ad_group_32
1659,10/22/15,40085,3929,27,2.15,383.95,ad_group_32
1660,10/23/15,41682,3869,32,2.03,318.02,ad_group_32
1661,10/24/15,38479,3266,23,1.89,340.6,ad_group_32
1662,10/25/15,40105,3773,29,2.07,680.47,ad_group_32
1663,10/26/15,38307,3455,28,1.99,480.13,ad_group_32
1664,10/27/15,36938,3313,21,1.98,359.99,ad_group_32
1665,10/28/15,38648,3659,26,2.09,455.93,ad_group_32
1666,10/29/15,40630,4354,33,2.32,436.11,ad_group_32
1667,10/30/15,39620,3533,30,1.98,368.25,ad_group_32
1668,10/31/15,39937,3510,33,1.96,108.32,ad_group_32
1669,11/1/15,40880,3599,26,1.94,424.98,ad_group_32
1670,11/2/15,38510,3490,26,1.99,341.38,ad_group_32
1671,11/3/15,40200,4005,24,2.15,289.83,ad_group_32
1672,11/4/15,38524,3904,25,2.19,441.15,ad_group_32
1673,11/5/15,39027,3775,25,2.07,482.54,ad_group_32
1674,11/6/15,39146,2926,25,1.7,137.6,ad_group_32
1675,11/7/15,37620,3100,32,1.84,623.45,ad_group_32
1676,11/8/15,38540,3119,29,1.81,486.56,ad_group_32
1677,11/9/15,39435,4023,26,2.2,428.95,ad_group_32
1678,11/10/15,40603,3354,27,1.83,652.79,ad_group_32
1679,11/11/15,37981,3905,25,2.25,644.28,ad_group_32
1680,11/12/15,40512,3258,32,1.78,483.19,ad_group_32
1681,11/13/15,38592,3357,28,1.92,444.18,ad_group_32
1682,11/14/15,38158,3780,27,2.16,376.34,ad_group_32
1683,11/15/15,38244,3382,26,1.92,303.69,ad_group_32
1684,11/16/15,39943,3523,30,1.93,421.5,ad_group_32
1685,11/17/15,41696,4159,26,2.16,204.48,ad_group_32
1686,11/18/15,39727,3117,31,1.72,343.76,ad_group_32
1687,11/19/15,39373,3760,26,2.07,346.2,ad_group_32
1688,11/20/15,39292,3649,30,2.03,397.23,ad_group_32
1689,11/21/15,40577,3665,32,1.99,266.18,ad_group_32
1690,11/22/15,38336,3503,31,1.97,274.19,ad_group_32
1691,10/1/15,14320,657,26,0.92,53.04,ad_group_33
1692,10/2/15,15727,768,26,0.98,380.57,ad_group_33
1693,10/3/15,14657,746,28,1.02,423.6,ad_group_33
1694,10/4/15,14817,688,23,0.93,173.13,ad_group_33
1695,10/5/15,15756,807,24,1.03,123.89,ad_group_33
1696,10/6/15,15779,854,24,1.09,369.77,ad_group_33
1697,10/7/15,14702,738,17,1.01,276.88,ad_group_33
1698,10/8/15,17038,693,28,0.82,408.06,ad_group_33
1699,10/9/15,15969,825,25,1.04,440.35,ad_group_33
1700,10/10/15,16688,857,30,1.03,509.54,ad_group_33
1701,10/11/15,16303,744,27,0.92,102.78,ad_group_33
1702,10/12/15,16084,604,32,0.76,459.85,ad_group_33
1703,10/13/15,16630,696,30,0.84,144.85,ad_group_33
1704,10/14/15,15986,786,24,0.99,374.83,ad_group_33
1705,10/15/15,15529,675,27,0.88,399.91,ad_group_33
1706,10/16/15,16603,635,28,0.77,411.94,ad_group_33
1707,10/17/15,16424,845,30,1.04,636.97,ad_group_33
1708,10/18/15,16575,824,24,1.0,233.81,ad_group_33
1709,10/19/15,16780,841,25,1.01,511.71,ad_group_33
1710,10/20/15,14959,681,23,0.92,506.06,ad_group_33
1711,10/21/15,16200,661,29,0.82,603.8,ad_group_33
1712,10/22/15,15147,745,25,0.99,232.53,ad_group_33
1713,10/23/15,16070,783,23,0.98,430.5,ad_group_33
1714,10/24/15,15389,596,21,0.78,336.36,ad_group_33
1715,10/25/15,15238,684,23,0.9,437.65,ad_group_33
1716,10/26/15,16253,765,30,0.95,497.4,ad_group_33
1717,10/27/15,15684,624,26,0.8,494.06,ad_group_33
1718,10/28/15,16185,661,30,0.82,319.24,ad_group_33
1719,10/29/15,16017,804,29,1.01,196.86,ad_group_33
1720,10/30/15,15368,795,26,1.04,458.83,ad_group_33
1721,10/31/15,16506,641,28,0.78,383.84,ad_group_33
1722,11/1/15,15171,589,26,0.78,332.8,ad_group_33
1723,11/2/15,16431,831,29,1.02,555.9,ad_group_33
1724,11/3/15,16792,842,30,1.01,317.83,ad_group_33
1725,11/4/15,16519,792,21,0.97,210.8,ad_group_33
1726,11/5/15,15094,628,27,0.84,572.34,ad_group_33
1727,11/6/15,16963,826,26,0.98,406.13,ad_group_33
1728,11/7/15,16133,623,26,0.78,156.76,ad_group_33
1729,11/8/15,16812,833,24,1.0,330.91,ad_group_33
1730,11/9/15,16620,887,32,1.07,225.1,ad_group_33
1731,11/10/15,15753,610,25,0.78,184.75,ad_group_33
1732,11/11/15,14619,626,24,0.86,525.65,ad_group_33
1733,11/12/15,15869,758,27,0.96,365.55,ad_group_33
1734,11/13/15,15839,823,23,1.05,415.66,ad_group_33
1735,11/14/15,16310,673,26,0.83,450.34,ad_group_33
1736,11/15/15,16246,746,25,0.92,516.69,ad_group_33
1737,11/16/15,16837,1070,25,1.28,318.83,ad_group_33
1738,11/17/15,15693,660,25,0.85,432.62,ad_group_33
1739,11/18/15,16292,672,23,0.83,284.61,ad_group_33
1740,11/19/15,16221,694,24,0.86,497.32,ad_group_33
1741,11/20/15,15745,681,23,0.87,171.3,ad_group_33
1742,11/21/15,15260,696,26,0.92,318.57,ad_group_33
1743,11/22/15,16430,684,25,0.84,485.85,ad_group_33
1744,10/1/15,30296,2482,232,1.69,3077.83,ad_group_34
1745,10/2/15,31332,3258,257,2.13,3156.62,ad_group_34
1746,10/3/15,32701,2569,245,1.63,4179.47,ad_group_34
1747,10/4/15,35084,3088,299,1.81,5710.74,ad_group_34
1748,10/5/15,34614,2960,244,1.75,4005.39,ad_group_34
1749,10/6/15,37229,3473,242,1.91,4444.07,ad_group_34
1750,10/7/15,37775,3193,268,1.74,1808.92,ad_group_34
1751,10/8/15,35783,2200,252,1.27,1745.99,ad_group_34
1752,10/9/15,33476,2902,224,1.78,1528.18,ad_group_34
1753,10/10/15,33865,2441,232,1.48,3617.07,ad_group_34
1754,10/11/15,32164,2488,232,1.6,5485.74,ad_group_34
1755,10/12/15,33946,2988,261,1.82,4054.4,ad_group_34
1756,10/13/15,35945,3292,268,1.88,2502.92,ad_group_34
1757,10/14/15,33749,2707,221,1.65,2519.94,ad_group_34
1758,10/15/15,35284,3260,257,1.9,2215.11,ad_group_34
1759,10/16/15,35184,2798,271,1.64,3545.92,ad_group_34
1760,10/17/15,35244,2636,276,1.54,6838.87,ad_group_34
1761,10/18/15,33731,2993,272,1.82,7210.15,ad_group_34
1762,10/19/15,34061,2320,286,1.4,4176.25,ad_group_34
1763,10/20/15,35408,3556,268,2.06,6647.15,ad_group_34
1764,10/21/15,35712,2740,261,1.58,2760.57,ad_group_34
1765,10/22/15,35041,2822,253,1.66,1964.02,ad_group_34
1766,10/23/15,34620,2843,218,1.69,2201.39,ad_group_34
1767,10/24/15,34928,3163,246,1.86,5984.05,ad_group_34
1768,10/25/15,35049,2698,259,1.58,3516.68,ad_group_34
1769,10/26/15,34530,3239,226,1.92,2763.0,ad_group_34
1770,10/27/15,36539,3206,277,1.8,6653.0,ad_group_34
1771,10/28/15,36717,2976,276,1.66,4319.77,ad_group_34
1772,10/29/15,36711,2825,271,1.6,3312.85,ad_group_34
1773,10/30/15,37511,3102,254,1.7,5124.6,ad_group_34
